기준연월,사용본거지시읍면동_행정동기준,차명,연료,최초등록일,현소유자의출생년도
2015-12,서울특별시 서초구 잠원동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-11-25,1985
2015-12,서울특별시 서초구 잠원동,K5 하이브리드,하이브리드(휘발유+전기),2012-10-10,1981
2015-12,서울특별시 서초구 잠원동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-07-10,1962
2015-12,서울특별시 서초구 잠원동,BMW i8,하이브리드(휘발유+전기),2015-08-28,
2015-12,서울특별시 서초구 잠원동,K5 하이브리드,하이브리드(휘발유+전기),2011-10-11,1960
2015-12,서울특별시 서초구 잠원동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-01-06,1980
2015-12,서울특별시 서초구 잠원동,K7 하이브리드,하이브리드(휘발유+전기),2015-04-30,1944
2015-12,서울특별시 서초구 잠원동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-07-10,1977
2015-12,서울특별시 서초구 잠원동,K7 하이브리드,하이브리드(휘발유+전기),2015-02-25,1966
2015-12,서울특별시 서초구 잠원동,토요타 Camry Hybrid,하이브리드(휘발유+전기),2014-09-19,1956
2015-12,서울특별시 서초구 잠원동,렉서스 ES300h,하이브리드(휘발유+전기),2013-05-31,1955
2015-12,서울특별시 성동구 금호1가동,포르테 하이브리드,하이브리드(LPG+전기),2010-09-01,1983
2015-12,서울특별시 성동구 금호1가동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-01-28,1970
2015-12,서울특별시 성동구 금호1가동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-11-27,1967
2015-12,서울특별시 성동구 금호2.3가동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-11-14,1977
2015-12,서울특별시 성동구 금호2.3가동,렉서스 LS600hL,하이브리드(휘발유+전기),2007-12-31,1948
2015-12,서울특별시 성동구 금호2.3가동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-08-29,1975
2015-12,서울특별시 성동구 금호4가동,토요타 PRIUS,하이브리드(휘발유+전기),2013-05-16,1973
2015-12,서울특별시 성동구 금호4가동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-11-14,1983
2015-12,서울특별시 성동구 금호4가동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-09-28,1958
2015-12,서울특별시 성동구 마장동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-07-19,1979
2015-12,서울특별시 성동구 마장동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-04-24,1959
2015-12,서울특별시 성동구 마장동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2010-11-12,1953
2015-12,서울특별시 성동구 마장동,K5 하이브리드,하이브리드(휘발유+전기),2013-04-08,1982
2015-12,서울특별시 성동구 사근동,PRIUS(하이브리드),하이브리드(휘발유+전기),2005-11-22,
2015-12,서울특별시 성동구 사근동,BMW i3,전기,2015-07-31,1981
2015-12,서울특별시 성동구 성수1가1동,토요타 PRIUS,하이브리드(휘발유+전기),2012-08-10,
2015-12,서울특별시 성동구 성수1가1동,씨티앤티 이존(e-ZONE),전기,2010-07-01,1958
2015-12,서울특별시 성동구 성수1가1동,S400 하이브리드 L,하이브리드(휘발유+전기),2010-08-24,1950
2015-12,서울특별시 성동구 성수1가1동,블루온 (BLUEON),전기,2011-12-28,
2015-12,서울특별시 성동구 성수1가1동,렉서스 RX450h,하이브리드(휘발유+전기),2010-12-30,1958
2015-12,서울특별시 성동구 성수1가2동,토요타 PRIUS,하이브리드(휘발유+전기),2015-03-05,
2015-12,서울특별시 성동구 성수1가2동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-07-17,1982
2015-12,서울특별시 성동구 성수1가2동,렉서스 ES300h,하이브리드(휘발유+전기),2015-02-25,1965
2015-12,서울특별시 성동구 성수2가1동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-07-07,
2015-12,서울특별시 성동구 성수2가1동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2014-06-09,
2015-12,서울특별시 성동구 성수2가1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-05-07,
2015-12,서울특별시 성동구 성수2가1동,K5 하이브리드,하이브리드(휘발유+전기),2013-03-12,1985
2015-12,서울특별시 성동구 성수2가3동,렉서스 ES300h,하이브리드(휘발유+전기),2015-02-26,
2015-12,서울특별시 성동구 성수2가3동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-11-12,1940
2015-12,서울특별시 성동구 성수2가3동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-07-29,
2015-12,서울특별시 성동구 성수2가3동,토요타 PRIUS,하이브리드(휘발유+전기),2010-11-04,1968
2015-12,서울특별시 성동구 성수2가3동,K5 하이브리드,하이브리드(휘발유+전기),2013-11-13,
2015-12,서울특별시 성동구 성수2가3동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2011-05-02,
2015-12,서울특별시 성동구 성수2가3동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-09-05,
2015-12,서울특별시 성동구 송정동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-03-27,1954
2015-12,서울특별시 성동구 옥수동,토요타 PRIUS,하이브리드(휘발유+전기),2010-03-12,1975
2015-12,서울특별시 성동구 옥수동,토요타 PRIUS,하이브리드(휘발유+전기),2011-11-30,1978
2015-12,서울특별시 성동구 옥수동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2013-07-05,1966
2015-12,서울특별시 성동구 옥수동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-02-25,1978
2015-12,서울특별시 성동구 옥수동,토요타 PRIUS,하이브리드(휘발유+전기),2011-03-31,1980
2015-12,서울특별시 성동구 옥수동,렉서스 ES300h,하이브리드(휘발유+전기),2014-05-08,1973
2015-12,서울특별시 성동구 옥수동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-07-17,1974
2015-12,서울특별시 서초구 잠원동,렉서스 CT200h,하이브리드(휘발유+전기),2012-06-18,1945
2015-12,서울특별시 서초구 잠원동,렉서스RX400h,하이브리드(휘발유+전기),2007-06-22,1966
2015-12,서울특별시 서초구 잠원동,토요타 PRIUS,하이브리드(휘발유+전기),2013-05-16,
2015-12,서울특별시 서초구 잠원동,렉서스 ES300h,하이브리드(휘발유+전기),2015-12-30,1960
2015-12,서울특별시 서초구 잠원동,렉서스 ES300h,하이브리드(휘발유+전기),2015-09-16,1973
2015-12,서울특별시 서초구 잠원동,렉서스 ES300h,하이브리드(휘발유+전기),2015-11-12,1978
2015-12,서울특별시 서초구 잠원동,도요타 프리우스 하이브리드,하이브리드(휘발유+전기),2014-06-20,
2015-12,서울특별시 서초구 잠원동,렉서스 ES300h,하이브리드(휘발유+전기),2015-06-19,1954
2015-12,서울특별시 서초구 잠원동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-07-20,1972
2015-12,서울특별시 서초구 잠원동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2009-12-28,1969
2015-12,서울특별시 성동구 금호1가동,K5 하이브리드,하이브리드(휘발유+전기),2013-03-29,1974
2015-12,서울특별시 성동구 금호1가동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-03-25,1967
2015-12,서울특별시 성동구 금호2.3가동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-01-02,1969
2015-12,서울특별시 성동구 금호2.3가동,K5 하이브리드,하이브리드(휘발유+전기),2013-04-11,1966
2015-12,서울특별시 성동구 금호2.3가동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-11-06,1987
2015-12,서울특별시 성동구 금호2.3가동,렉서스 ES300h,하이브리드(휘발유+전기),2014-05-19,1952
2015-12,서울특별시 성동구 금호4가동,포르테 하이브리드,하이브리드(LPG+전기),2009-09-09,1982
2015-12,서울특별시 성동구 옥수동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-03-04,1959
2015-12,서울특별시 성동구 왕십리2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-10-22,1984
2015-12,서울특별시 성동구 왕십리2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-10-26,1981
2015-12,서울특별시 성동구 왕십리도선동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-01-29,1974
2015-12,서울특별시 성동구 왕십리도선동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-11-29,1959
2015-12,서울특별시 성동구 왕십리도선동,K5 하이브리드,하이브리드(휘발유+전기),2012-11-07,1974
2015-12,서울특별시 성동구 왕십리도선동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-07-21,1964
2015-12,서울특별시 성동구 용답동,K5 하이브리드,하이브리드(휘발유+전기),2014-04-29,
2015-12,서울특별시 성동구 용답동,K5 하이브리드,하이브리드(휘발유+전기),2012-07-11,1984
2015-12,서울특별시 성동구 용답동,K5 하이브리드,하이브리드(휘발유+전기),2011-07-12,
2015-12,서울특별시 성동구 용답동,토요타 PRIUS,하이브리드(휘발유+전기),2013-04-30,
2015-12,서울특별시 성동구 응봉동,토요타 PRIUS,하이브리드(휘발유+전기),2010-12-31,1954
2015-12,서울특별시 성동구 응봉동,BMW i3,전기,2014-12-23,1976
2015-12,서울특별시 성동구 응봉동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-04-18,1957
2015-12,서울특별시 성동구 행당1동,토요타 PRIUS,하이브리드(휘발유+전기),2009-12-16,1966
2015-12,서울특별시 성동구 행당1동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2010-03-19,1947
2015-12,서울특별시 성동구 행당1동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-10-17,1965
2015-12,서울특별시 성동구 행당2동,렉서스 ES300h,하이브리드(휘발유+전기),2013-06-24,1972
2015-12,서울특별시 성동구 금호4가동,렉서스 ES300h,하이브리드(휘발유+전기),2015-07-30,1960
2015-12,서울특별시 성동구 마장동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-12-23,1956
2015-12,서울특별시 성동구 마장동,베르나 하이브리드(VERNA),하이브리드(휘발유+전기),2008-08-14,1945
2015-12,서울특별시 성동구 마장동,베르나 하이브리드(VERNA),하이브리드(휘발유+전기),2008-03-14,
2015-12,서울특별시 성동구 마장동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-11-14,1958
2015-12,서울특별시 성동구 마장동,K5 하이브리드,하이브리드(휘발유+전기),2012-06-28,
2015-12,서울특별시 성동구 사근동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-02-27,1970
2015-12,서울특별시 성동구 사근동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-08-26,1983
2015-12,서울특별시 성동구 성수1가1동,토요타 PRIUS,하이브리드(휘발유+전기),2014-11-20,
2015-12,서울특별시 성동구 성수1가1동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-09-22,1957
2015-12,서울특별시 성동구 성수1가1동,씨티앤티 이존(e-ZONE),전기,2010-07-01,1958
2015-12,서울특별시 성동구 성수1가1동,K5 하이브리드,하이브리드(휘발유+전기),2013-05-31,1964
2015-12,서울특별시 성동구 성수1가1동,씨티앤티 이존(e-ZONE),전기,2010-07-01,1958
2015-12,서울특별시 성동구 성수1가2동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-08-20,1969
2015-12,서울특별시 성동구 성수1가2동,베르나 하이브리드(VERNA),하이브리드(휘발유+전기),2008-07-29,1963
2015-12,서울특별시 성동구 성수2가1동,토요타 Camry Hybrid,하이브리드(휘발유+전기),2015-12-07,
2015-12,서울특별시 성동구 성수2가1동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-10-05,
2015-12,서울특별시 성동구 성수2가1동,포르테 하이브리드,하이브리드(LPG+전기),2012-03-26,
2015-12,서울특별시 강남구 개포1동,K5 하이브리드,하이브리드(휘발유+전기),2011-11-25,1963
2015-12,서울특별시 강남구 개포1동,프라이드 하이브리드,하이브리드(휘발유+전기),2008-04-04,
2015-12,서울특별시 강남구 개포1동,K5 하이브리드,하이브리드(휘발유+전기),2012-06-27,1978
2015-12,서울특별시 강남구 개포1동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-05-14,1983
2015-12,서울특별시 강남구 개포1동,K5 하이브리드,하이브리드(휘발유+전기),2012-07-13,1955
2015-12,서울특별시 강남구 개포2동,토요타 PRIUS,하이브리드(휘발유+전기),2012-09-21,1965
2015-12,서울특별시 강남구 개포2동,K5 하이브리드,하이브리드(휘발유+전기),2012-05-09,1961
2015-12,서울특별시 강남구 개포2동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-10-26,1961
2015-12,서울특별시 강남구 개포2동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-12-24,1983
2015-12,서울특별시 강남구 개포2동,렉서스 ES300h,하이브리드(휘발유+전기),2014-03-20,1959
2015-12,서울특별시 강남구 개포4동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-12-18,1961
2015-12,서울특별시 강남구 개포4동,렉서스 ES300h,하이브리드(휘발유+전기),2014-05-30,1975
2015-12,서울특별시 강남구 개포4동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-02-17,1959
2015-12,서울특별시 강남구 개포4동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-10-10,1980
2015-12,서울특별시 강남구 개포4동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-01-05,1971
2015-12,서울특별시 강남구 논현1동,카이엔 S E-하이브리드,하이브리드(휘발유+전기),2015-10-05,
2015-12,서울특별시 강남구 논현1동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2010-07-09,
2015-12,서울특별시 강서구 공항동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-05-13,
2015-12,서울특별시 강서구 공항동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-06-02,
2015-12,서울특별시 강서구 공항동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-06-12,
2015-12,서울특별시 강서구 공항동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2014-06-24,
2015-12,서울특별시 강서구 공항동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-07-02,
2015-12,서울특별시 강서구 공항동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2014-08-06,
2015-12,서울특별시 강서구 공항동,토요타 PRIUS,하이브리드(휘발유+전기),2014-08-28,
2015-12,서울특별시 강서구 공항동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-09-19,
2015-12,서울특별시 강서구 공항동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-11-11,
2015-12,서울특별시 강서구 공항동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-01-02,
2015-12,서울특별시 강서구 공항동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-04-23,
2015-12,서울특별시 강서구 공항동,K7 하이브리드,하이브리드(휘발유+전기),2015-06-25,
2015-12,서울특별시 강서구 공항동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-12-29,
2015-12,서울특별시 강서구 공항동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-01-16,
2015-12,서울특별시 강서구 공항동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-01-26,
2015-12,서울특별시 강서구 공항동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-02-06,
2015-12,서울특별시 강서구 공항동,K7 하이브리드,하이브리드(휘발유+전기),2015-03-10,
2015-12,서울특별시 성동구 행당2동,렉서스 NX300h,하이브리드(휘발유+전기),2015-09-25,1977
2015-12,서울특별시 성동구 행당2동,K5 하이브리드,하이브리드(휘발유+전기),2013-11-14,1959
2015-12,서울특별시 성동구 행당2동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-12-15,1980
2015-12,서울특별시 성북구 길음1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-07-10,1960
2015-12,서울특별시 성북구 길음1동,K5 하이브리드,하이브리드(휘발유+전기),2012-04-23,1956
2015-12,서울특별시 성북구 길음1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-02-28,1938
2015-12,서울특별시 성북구 길음1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-03-25,1959
2015-12,서울특별시 성북구 길음1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-02-25,1974
2015-12,서울특별시 성북구 길음1동,K5 하이브리드,하이브리드(휘발유+전기),2015-10-26,1973
2015-12,서울특별시 성북구 길음1동,렉서스 ES300h,하이브리드(휘발유+전기),2013-09-30,1973
2015-12,서울특별시 성북구 길음2동,쏘울 EV,전기,2015-04-20,1962
2015-12,서울특별시 성북구 길음2동,K5 하이브리드,하이브리드(휘발유+전기),2013-04-22,1973
2015-12,서울특별시 성북구 돈암1동,렉서스 NX300h,하이브리드(휘발유+전기),2015-12-15,1969
2015-12,서울특별시 성북구 돈암1동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-11-28,1954
2015-12,서울특별시 성북구 돈암1동,토요타 PRIUS,하이브리드(휘발유+전기),2012-07-16,1954
2015-12,서울특별시 성북구 돈암2동,렉서스 ES300h,하이브리드(휘발유+전기),2013-05-02,1942
2015-12,서울특별시 성북구 돈암2동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-11-04,1960
2015-12,서울특별시 성북구 돈암2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-08-03,1972
2015-12,서울특별시 서초구 양재2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-09-06,
2015-12,서울특별시 서초구 양재2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-09-06,
2015-12,서울특별시 서초구 양재2동,K7 하이브리드,하이브리드(휘발유+전기),2014-07-22,
2015-12,서울특별시 서초구 잠원동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-02-25,1971
2015-12,서울특별시 서초구 잠원동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-03-09,1974
2015-12,서울특별시 서초구 잠원동,토요타 PRIUS,하이브리드(휘발유+전기),2012-01-11,1963
2015-12,서울특별시 서초구 잠원동,K5 하이브리드,하이브리드(휘발유+전기),2012-11-01,1972
2015-12,서울특별시 서초구 잠원동,렉서스 CT200h,하이브리드(휘발유+전기),2012-10-23,1961
2015-12,서울특별시 서초구 잠원동,토요타 PRIUS,하이브리드(휘발유+전기),2009-10-30,
2015-12,서울특별시 서초구 잠원동,체인지(CHANGE),전기,2011-08-30,1962
2015-12,서울특별시 서초구 잠원동,토요타 PRIUS,하이브리드(휘발유+전기),2015-02-27,1960
2015-12,서울특별시 서초구 잠원동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-06-18,1955
2015-12,서울특별시 서초구 잠원동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-02-27,1939
2015-12,서울특별시 서초구 잠원동,CIVIC HYBRID,하이브리드(휘발유+전기),2008-07-25,1960
2015-12,서울특별시 성동구 금호1가동,렉서스 CT200h,하이브리드(휘발유+전기),2011-03-23,1980
2015-12,서울특별시 성동구 금호1가동,렉서스 ES300h,하이브리드(휘발유+전기),2013-03-12,1957
2015-12,서울특별시 성동구 금호1가동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-11-02,1959
2015-12,서울특별시 성동구 금호2.3가동,K5 하이브리드,하이브리드(휘발유+전기),2013-06-11,1974
2015-12,서울특별시 서초구 잠원동,토요타 PRIUS,하이브리드(휘발유+전기),2013-01-09,1967
2015-12,서울특별시 서초구 잠원동,도요타 프리우스 하이브리드,하이브리드(휘발유+전기),2011-03-24,1972
2015-12,서울특별시 서초구 잠원동,렉서스 CT200h,하이브리드(휘발유+전기),2011-12-28,1975
2015-12,서울특별시 서초구 잠원동,렉서스 ES300h,하이브리드(휘발유+전기),2013-10-07,1971
2015-12,서울특별시 서초구 잠원동,렉서스 ES300h,하이브리드(휘발유+전기),2015-09-25,1962
2015-12,서울특별시 서초구 잠원동,K5 하이브리드,하이브리드(휘발유+전기),2012-11-15,1945
2015-12,서울특별시 서초구 잠원동,렉서스 ES300h,하이브리드(휘발유+전기),2013-11-29,1971
2015-12,서울특별시 서초구 잠원동,렉서스 ES300h,하이브리드(휘발유+전기),2014-02-14,1981
2015-12,서울특별시 서초구 잠원동,렉서스 ES300h,하이브리드(휘발유+전기),2015-03-11,1964
2015-12,서울특별시 서초구 잠원동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-09-12,1981
2015-12,서울특별시 성동구 금호1가동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2014-01-22,1948
2015-12,서울특별시 성동구 금호1가동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2010-02-08,1975
2015-12,서울특별시 성동구 금호2.3가동,K5 하이브리드,하이브리드(휘발유+전기),2012-03-02,1976
2015-12,서울특별시 성동구 금호2.3가동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-02-04,1976
2015-12,서울특별시 성동구 금호2.3가동,BMW i3,전기,2015-02-17,1968
2015-12,서울특별시 성동구 금호2.3가동,토요타 Camry Hybrid,하이브리드(휘발유+전기),2014-11-21,1968
2015-12,서울특별시 성동구 금호4가동,토요타 PRIUS,하이브리드(휘발유+전기),2013-05-28,1974
2015-12,서울특별시 성동구 금호4가동,K5 하이브리드,하이브리드(휘발유+전기),2013-03-28,1961
2015-12,서울특별시 성동구 성수2가1동,카이엔 S 하이브리드,하이브리드(휘발유+전기),2012-10-19,1960
2015-12,서울특별시 성동구 성수2가1동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-07-04,1958
2015-12,서울특별시 성동구 성수2가3동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-07-21,
2015-12,서울특별시 성동구 성수2가3동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-02-04,
2015-12,서울특별시 성동구 성수2가3동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-09-06,
2015-12,서울특별시 성동구 성수2가3동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-04-25,1985
2015-12,서울특별시 성동구 성수2가3동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-05-29,
2015-12,서울특별시 성동구 성수2가3동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2011-05-02,
2015-12,서울특별시 성동구 송정동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-11-29,1981
2015-12,서울특별시 성동구 송정동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2009-09-28,1993
2015-12,서울특별시 성동구 옥수동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-12-03,1952
2015-12,서울특별시 성동구 옥수동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2014-07-21,1959
2015-12,서울특별시 성동구 옥수동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-11-22,1965
2015-12,서울특별시 성동구 옥수동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2014-05-14,1965
2015-12,서울특별시 성동구 옥수동,렉서스 ES300h,하이브리드(휘발유+전기),2015-05-13,1941
2015-12,서울특별시 성동구 옥수동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-09-09,1966
2015-12,서울특별시 성동구 옥수동,토요타 PRIUS,하이브리드(휘발유+전기),2013-06-28,1977
2015-12,서울특별시 강남구 논현1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-08-13,1954
2015-12,서울특별시 강남구 논현1동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-10-20,1947
2015-12,서울특별시 강남구 논현1동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-08-24,1968
2015-12,서울특별시 강남구 논현1동,BMW i3,전기,2015-07-31,
2015-12,서울특별시 강남구 논현1동,K5 하이브리드,하이브리드(휘발유+전기),2013-03-14,1989
2015-12,서울특별시 강남구 논현1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-01-12,1973
2015-12,서울특별시 강남구 논현2동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-06-03,1986
2015-12,서울특별시 강남구 논현2동,렉서스 RX450h,하이브리드(휘발유+전기),2012-01-31,
2015-12,서울특별시 강남구 논현2동,렉서스 ES300h,하이브리드(휘발유+전기),2013-12-24,
2015-12,서울특별시 강남구 논현2동,렉서스 ES300h,하이브리드(휘발유+전기),2013-02-27,1981
2015-12,서울특별시 강남구 논현2동,K5 하이브리드,하이브리드(휘발유+전기),2011-06-22,1978
2015-12,서울특별시 강남구 논현2동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-07-31,1973
2015-12,서울특별시 강남구 논현2동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-07-27,
2015-12,서울특별시 강남구 대치1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-06-17,1962
2015-12,서울특별시 강남구 대치1동,렉서스 ES300h,하이브리드(휘발유+전기),2014-06-27,1946
2015-12,서울특별시 강남구 대치1동,렉서스 ES300h,하이브리드(휘발유+전기),2013-05-28,1965
2015-12,서울특별시 강남구 대치1동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2013-03-13,1968
2015-12,서울특별시 강남구 대치1동,CR-Z,하이브리드(휘발유+전기),2013-06-19,1959
2015-12,서울특별시 강서구 공항동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-02-12,
2015-12,서울특별시 강서구 공항동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-03-17,
2015-12,서울특별시 강서구 공항동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-03-19,
2015-12,서울특별시 강서구 공항동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-04-17,
2015-12,서울특별시 강서구 공항동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-05-04,
2015-12,서울특별시 강서구 공항동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-05-04,
2015-12,서울특별시 강서구 공항동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-05-19,
2015-12,서울특별시 강서구 공항동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-06-11,
2015-12,서울특별시 강서구 공항동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-07-01,
2015-12,서울특별시 강서구 공항동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-07-10,
2015-12,서울특별시 강서구 공항동,K7 하이브리드,하이브리드(휘발유+전기),2015-03-25,
